"Город","Зарплата.в.месяц","Изменение.зарплаты","Должность","exp","current_job_exp","Язык.программирования","Специализация","Возраст","Пол","Образование","Еще.студент","Уровень.английского","Размер.компании","Тип.компании","Предметная.область"
"743","Харьков",1500,700,"Sales manager",2.5,2.5,"","",23,"мужской","Высшее","False","средний","до 200 человек","Аутсорсинговая","Android,iOS"
"744","Киев",2400,1200,"Senior Project Manager / Program Manager",3,0.25,"","",24,"мужской","Высшее","False","средний","до 50 человек","Аутсорсинговая","Android,iOS"
"745","Ивано-Франковск",2600,800,"Project manager",4.5,0.5,"","",31,"мужской","Два высших","False","выше среднего","до 1000 человек","Аутсорсинговая","Веб-разработка,Корпоративные системы"
"746","Киев",3900,200,"Director of Engineering / Program Director",10,10,"","",40,"мужской","Высшее","False","средний","до 50 человек","Продуктовая","Android,Веб-разработка"
"747","Львов",950,200,"Junior Software Engineer",2,2,"Flex/Flash/AIR","",27,"мужской","Высшее","False","средний","до 10 человек","Другая","iOS,Desktop Applications"
"748","Харьков",3500,500,"Director of Engineering / Program Director",6,2,"","",30,"мужской","Кандидат","False","продвинутый","до 50 человек","Другая","Корпоративные системы"
"749","Чернигов",4800,0,"Senior Software Engineer",6.5,2.5,"C++","",27,"мужской","Высшее","False","средний","до 10 человек","Продуктовая","Embedded,Системное программирование"
"750","Днепр.",1800,200,"Software Engineer",5,0.75,"PHP","",29,"мужской","Высшее","False","средний","до 1000 человек","Аутсорсинговая","Веб-разработка"
"751","Киев",3400,1400,"Project manager",5,0.5,"","",32,"мужской","Два высших","False","выше среднего","свыше 1000 человек","Аутстаффинговая","Финансы и банки"
"752","Днепр.",2850,0,"Technical Lead",5.5,4,"Java","",26,"мужской","Высшее","False","выше среднего","до 50 человек","Аутсорсинговая","Desktop Applications,Веб-разработка"
"753","Киев",550,0,"QA engineer",0,0,"","Manual QA",23,"мужской","Незаконченное высшее","True","выше среднего","до 1000 человек","Аутсорсинговая","Desktop Applications,Системное программирование"
"754","Днепр.",1600,400,"Senior QA engineer",3,3,"","Automation QA",25,"мужской","Высшее","False","выше среднего","до 200 человек","Аутсорсинговая","Веб-разработка"
"755","Киев",2800,300,"Senior Software Engineer",4,4,"C#/.NET","",30,"мужской","Высшее","False","выше среднего","свыше 1000 человек","Аутсорсинговая","Desktop Applications,Веб-разработка"
"756","Харьков",6600,600,"Software Engineer",5,1,"Java","",26,"мужской","Высшее","False","ниже среднего","до 50 человек","Стартап","Android,Мультимедиа"
"757","Киев",850,125,"Software Engineer",1.5,1.25,"PHP","",21,"мужской","Незаконченное высшее","False","выше среднего","до 50 человек","Продуктовая","Корпоративные системы"
"758","Луганск",2000,500,"Senior Software Engineer",6,5.5,"Java","",32,"мужской","Высшее","False","элементарный","до 200 человек","Продуктовая","Веб-разработка,Корпоративные системы"
"759","Киев",3000,0,"Technical Lead",10,10,"SQL","",35,"мужской","Высшее","False","средний","до 10 человек","Другая","Корпоративные системы"
"760","Одесса",2750,250,"Team lead",10,1.75,"","",32,"мужской","Высшее","False","средний","свыше 1000 человек","Продуктовая","Телекоммуникации"
"761","Донецк",1300,800,"Системный администратор",10,1.25,"","",33,"мужской","Высшее","False","ниже среднего","до 200 человек","Аутсорсинговая","Веб-разработка,Телекоммуникации"
"762","Киев",3040,500,"Senior Software Engineer",6,3,"C#/.NET","",31,"мужской","Кандидат","False","выше среднего","свыше 1000 человек","Аутсорсинговая","Финансы и банки"
"763","Другой",700,0,"Junior Software Engineer",0.75,0.25,"PHP","",33,"мужской","Высшее","False","ниже среднего","до 10 человек","Аутстаффинговая","Веб-разработка"
"764","Днепр.",2000,0,"Дизайнер",7,1,"","",28,"мужской","Незаконченное высшее","False","продвинутый","до 1000 человек","Аутсорсинговая","Android,iOS"
"765","Другой",3200,1,"Senior Software Engineer",6.5,1,"C#/.NET","",29,"мужской","Высшее","False","выше среднего","до 50 человек","Продуктовая","Веб-разработка"
"766","Киев",3000,1000,"Software Engineer",3.5,0.75,"Objective-C","",23,"мужской","Высшее","False","средний","до 50 человек","Продуктовая","iOS"
"767","Киев",3500,500,"Project manager",4,2,"","",32,"мужской","Высшее","False","выше среднего","свыше 1000 человек","Аутстаффинговая","Корпоративные системы"
