"Город","salary","Должность","exp","Язык.программирования"
"2345","Харьков",2100,"Software Engineer",6,"Java"
"2346","Николаев",2800,"Technical Lead",5.5,"Java"
"2347","Харьков",3000,"Дизайнер",10,""
"2348","Симферополь",700,"QA engineer",2,""
"2349","Харьков",900,"Бизнес-аналитик",1,""
"2350","Киев",3700,"Technical Lead",6,"Java"
"2351","Киев",2400,"Senior Software Engineer",6,"C++"
"2352","Донецк",312.5,"DBA / Администратор баз данных",10,""
"2353","Днепр.",2500,"Senior Software Engineer",10,"Java"
"2354","Запорожье",437.5,"Junior Software Engineer",0,"Java"
"2355","Киев",1200,"Дизайнер",1.5,""
"2356","Днепр.",1000,"Бизнес-аналитик",2.5,""
"2357","Харьков",2800,"Project manager",1,""
"2358","Киев",4000,"System Architect",5,"Java"
"2359","Харьков",1500,"Senior Software Engineer",2,"PHP"
"2360","Киев",3000,"Senior Software Engineer",8.5,"C++"
"2361","Харьков",1200,"Software Engineer",3,"JavaScript"
"2362","Днепр.",1000,"Software Engineer",1.5,"C#/.NET"
"2363","Киев",1800,"Software Engineer",3,"C"
"2364","Днепр.",1700,"System Architect",5,"PHP"
"2365","Киев",950,"Software Engineer",1.5,"PHP"
"2366","Днепр.",1800,"Senior QA engineer",5,""
"2367","Харьков",1600,"Software Engineer",5,"Flex/Flash/AIR"
"2368","Днепр.",1600,"Верстальщик",3,""
"2369","Львов",2400,"Senior Software Engineer",7,"JavaScript"
"2370","Чернигов",812.5,"Software Engineer",4,"JavaScript"
"2371","Киев",2000,"Software Engineer",4,"Flex/Flash/AIR"
"2372","Киев",2600,"Project manager",5,""
"2373","Киев",2000,"Software Engineer",4.5,"C#/.NET"
"2374","Донецк",1100,"Software Engineer",2,"Ruby/Rails"
"2375","Одесса",2000,"Software Engineer",10,"PHP"
"2376","Львов",2400,"Senior QA engineer",8,""
"2377","Запорожье",1750,"Software Engineer",7,"C#/.NET"
"2378","Киев",2350,"QA Tech Lead",6.5,""
"2379","Харьков",2600,"Senior Project Manager / Program Manager",5.5,""
"2380","Киев",2000,"Senior Software Engineer",6,"SQL"
"2381","Харьков",2500,"Director of Engineering / Program Director",1.5,""
"2382","Симферополь",2300,"Software Engineer",4,"Java"
"2383","Киев",625,"Software Engineer",1,"C#/.NET"
"2384","Донецк",3000,"Senior Software Engineer",5,"PHP"
"2385","Львов",400,"Junior Software Engineer",0.75,"C#/.NET"
"2386","Запорожье",1300,"Software Engineer",5,"C++"
"2387","Днепр.",1500,"Project manager",1,""
"2388","Киев",2500,"Senior Software Engineer",5,"C#/.NET"
"2389","Киев",2000,"Software Engineer",2.5,"Objective-C"
"2390","Киев",500,"Junior Software Engineer",0.5,"SQL"
"2391","Киев",1000,"Junior Software Engineer",0,"Python"
"2392","Ровно",1100,"Software Engineer",10,"Python"
"2393","Киев",2200,"Senior Software Engineer",4.5,"C++"
"2394","Киев",1750,"Software Engineer",5.5,"Java"
"2396","Харьков",1500,"Software Engineer",8,"SQL"
"2397","Запорожье",375,"Software Engineer",4.5,"C++"
"2398","Харьков",2600,"Project manager",5,""
"2399","Запорожье",900,"Software Engineer",2,"Java"
"2400","Черкассы",562.5,"Системный администратор",5,""
"2401","Винница",720,"Software Engineer",2,"Flex/Flash/AIR"
"2402","Киев",1800,"QA engineer",3,""
"2403","Чернигов",4000,"Director of Engineering / Program Director",8,""
"2404","Севастополь",1300,"Software Engineer",3,"C#/.NET"
"2405","Киев",1000,"Junior Software Engineer",0.75,"Java"
"2406","Киев",3000,"Project manager",10,""
"2407","Винница",2000,"Senior Project Manager / Program Manager",5,""
"2408","Киев",1340,"Software Engineer",5,"C"
"2409","Николаев",1350,"Senior Software Engineer",5,"C#/.NET"
"2410","Киев",800,"Junior Software Engineer",0.25,"C#/.NET"
"2411","Днепр.",3700,"DBA / Администратор баз данных",7,"SQL"
"2412","Киев",2450,"Software Engineer",5,"C++"
"2413","Харьков",1500,"Software Engineer",4,"Java"
"2414","Киев",2100,"Software Engineer",4,"Java"
"2415","Киев",1500,"Software Engineer",3,"Java"
"2416","Киев",700,"Системный администратор",5,""
"2417","Харьков",2300,"Senior Software Engineer",10,"Java"
"2418","Киев",1750,"Бизнес-аналитик",1,""
"2419","Львов",2800,"Technical Lead",7,"PHP"
"2420","Киев",2200,"Software Engineer",4,"SQL"
"2421","Киев",2300,"Senior Software Engineer",3,"Java"
"2422","Киев",1000,"Системный администратор",3,""
"2423","Харьков",1800,"Software Engineer",2,"Ruby/Rails"
"2424","Харьков",2000,"Senior Software Engineer",4,"Java"
"2425","Днепр.",3000,"Senior Software Engineer",6,"Objective-C"
"2426","Киев",2400,"Software Engineer",7,"JavaScript"
"2427","Харьков",1200,"Software Engineer",3,"Ruby/Rails"
"2428","Харьков",2600,"Senior Software Engineer",6,"C#/.NET"
"2429","Львов",4000,"System Architect",10,"C"
"2430","Винница",1000,"Junior Software Engineer",0,"Java"
"2431","Киев",2000,"QA Tech Lead",2,""
"2432","Харьков",3000,"Senior Software Engineer",5,"PHP"
"2433","Киев",1300,"Software Engineer",5.5,"PHP"
"2434","Днепр.",312.5,"Software Engineer",1.5,"Objective-C"
"2435","Киев",1500,"Software Engineer",1.5,"Java"
"2436","Киев",3800,"Senior Software Engineer",6,"Java"
"2437","Одесса",1600,"Software Engineer",5,"PHP"
"2438","Киев",1500,"Software Engineer",3,"C++"
"2439","Донецк",2300,"Team lead",7.5,""
"2440","Киев",1900,"Системный администратор",7,""
"2441","Киев",1500,"Software Engineer",4,"JavaScript"
"2442","Львов",875,"Software Engineer",8.5,"C#/.NET"
"2443","Киев",2500,"Senior Software Engineer",3.5,"Java"
"2444","Львов",1400,"Project manager",2,""
"2445","Киев",2000,"Software Engineer",3,"Flex/Flash/AIR"
"2446","Днепр.",1700,"Senior Software Engineer",4,"Java"
"2447","Киев",1000,"Software Engineer",3,"C#/.NET"
"2448","Киев",1600,"Senior Software Engineer",8,"C#/.NET"
"2449","Киев",1000,"Software Engineer",1.75,"PHP"
"2450","Киев",3000,"Team lead",7,""
"2451","Киев",2000,"Technical Lead",10,"C++"
"2452","Харьков",1600,"Senior QA engineer",4,""
"2453","Киев",2000,"Software Engineer",9,"PHP"
"2454","Харьков",600,"Junior Software Engineer",1,"C#/.NET"
"2455","Днепр.",900,"Бизнес-аналитик",3.5,""
"2456","Киев",600,"Junior Software Engineer",0.25,"PHP"
"2457","Харьков",1800,"Team lead",4,""
"2458","Одесса",2400,"Software Engineer",5,"Java"
"2459","Киев",1800,"QA engineer",1,""
"2460","Житомир",750,"Senior Software Engineer",1,"JavaScript"
"2461","Киев",1900,"Project manager",1.5,""
"2462","Киев",3500,"Director of Engineering / Program Director",5,""
"2463","Киев",1400,"Software Engineer",1.75,"Delphi"
"2464","Киев",2500,"Software Engineer",6,"SQL"
"2465","Львов",400,"Junior Software Engineer",0.25,"Objective-C"
"2466","Харьков",1600,"Senior QA engineer",3.5,""
"2467","Донецк",3500,"Project manager",6,""
"2468","Киев",2500,"Бизнес-аналитик",3,""
"2469","Киев",2400,"Senior Software Engineer",5.5,"PHP"
"2470","Днепр.",1700,"Software Engineer",3,"C#/.NET"
"2471","Киев",2500,"Верстальщик",1.5,""
"2472","Киев",4000,"Senior Project Manager / Program Manager",10,""
"2473","Киев",2000,"Бизнес-аналитик",2.5,""
"2474","Харьков",500,"Junior Software Engineer",0.5,"Ruby/Rails"
"2475","Киев",1000,"Software Engineer",0.5,"Java"
"2476","Киев",2800,"Senior Software Engineer",10,"SQL"
"2477","Днепр.",1300,"Дизайнер",5,""
"2478","Донецк",500,"Дизайнер",10,""
"2479","Львов",2500,"Senior Software Engineer",10,"SQL"
"2480","Киев",2800,"Senior Software Engineer",4,"Flex/Flash/AIR"
"2481","Киев",4000,"Technical Lead",4,"C#/.NET"
"2482","Харьков",3900,"Senior Project Manager / Program Manager",5,""
"2483","Киев",1000,"Junior Software Engineer",1,"C#/.NET"
"2484","Харьков",1800,"Software Engineer",2,"Flex/Flash/AIR"
"2485","Львов",1100,"Системный администратор",4,""
"2486","Киев",800,"Junior Software Engineer",1,"Java"
"2487","Киев",3000,"Senior Software Engineer",6,"Java"
"2488","Киев",2300,"Senior QA engineer",10,""
"2489","Львов",2200,"Senior Software Engineer",5,"C#/.NET"
"2490","Киев",2700,"Team lead",6,""
"2491","Киев",2000,"Senior Software Engineer",4.5,"Python"
"2492","Киев",1250,"Project manager",3.5,""
"2493","Киев",2000,"Senior Software Engineer",10,"C++"
"2494","Львов",1900,"Senior Software Engineer",8,"C"
"2495","Киев",2500,"Software Engineer",6,"C#/.NET"
"2496","Киев",2200,"Senior Software Engineer",5,"PHP"
"2497","Харьков",2000,"Senior Project Manager / Program Manager",6.5,""
"2498","Киев",500,"Junior Software Engineer",0,"C#/.NET"
"2499","Киев",1000,"Senior Software Engineer",4.5,"JavaScript"
"2500","Киев",2800,"Technical Lead",10,"C++"
"2501","Одесса",3500,"Project manager",7,""
"2502","Киев",3000,"Senior Software Engineer",10,"C"
"2503","Днепр.",2500,"QA Tech Lead",4,""
"2504","Киев",2700,"Senior Software Engineer",5.5,"C#/.NET"
"2505","Кировоград",750,"Software Engineer",4,"C#/.NET"
"2506","Харьков",375,"Junior QA engineer",1.5,""
"2507","Киев",3300,"Senior Project Manager / Program Manager",6.5,""
"2508","Киев",2500,"Senior Software Engineer",4,"C#/.NET"
"2509","Киев",1950,"Senior QA engineer",6,""
"2510","Киев",1350,"Software Engineer",2,"C#/.NET"
"2511","Харьков",1500,"Senior QA engineer",5,""
"2512","Киев",1800,"Software Engineer",6,"Java"
"2513","Львов",2900,"Team lead",7,""
"2514","Киев",1200,"Senior Software Engineer",10,"C"
"2515","Киев",2700,"QA Tech Lead",6,""
"2516","Днепр.",2200,"Senior Software Engineer",10,"SQL"
"2517","Киев",1300,"Software Engineer",2,"Java"
"2519","Киев",3300,"Team lead",8,""
"2520","Киев",1800,"Junior Software Engineer",6,"Flex/Flash/AIR"
"2521","Одесса",4000,"Junior Software Engineer",1.5,"PHP"
"2522","Киев",1500,"Software Engineer",2,"C#/.NET"
"2523","Львов",750,"Junior Software Engineer",1.5,"C"
"2524","Харьков",1700,"Senior QA engineer",5,""
"2525","Львов",900,"Junior Software Engineer",1,"C#/.NET"
"2526","Киев",2700,"Senior QA engineer",6,""
"2527","Киев",1300,"Junior Software Engineer",0.75,"C++"
"2528","Киев",4000,"Team lead",7,""
"2529","Киев",2400,"Senior Software Engineer",3,"Flex/Flash/AIR"
"2530","Днепр.",1000,"Software Engineer",10,"C#/.NET"
"2531","Харьков",5000,"Senior Software Engineer",4.5,"C#/.NET"
"2532","Киев",2300,"Senior QA engineer",4,""
"2533","Львов",1000,"Software Engineer",5,"PHP"
"2534","Киев",2550,"Senior Software Engineer",5,"C#/.NET"
"2535","Киев",2100,"Senior Software Engineer",8,"C"
"2536","Киев",900,"QA engineer",2.5,""
"2537","Киев",1750,"Technical Lead",4.5,"SQL"
"2538","Киев",1600,"QA engineer",3,""
"2539","Киев",3500,"Project manager",5,""
"2540","Киев",1000,"Junior Software Engineer",1.5,"C#/.NET"
"2541","Киев",3000,"Software Engineer",10,"C#/.NET"
"2542","Днепр.",1400,"Senior QA engineer",6,""
"2543","Киев",2500,"Системный администратор",8.5,""
"2544","Харьков",1000,"Technical Lead",2,"PHP"
"2545","Харьков",300,"Junior Software Engineer",0.25,"PHP"
"2546","Винница",1450,"Senior Software Engineer",3,"Objective-C"
"2547","Тернополь",1300,"Software Engineer",4,"C#/.NET"
"2548","Киев",2400,"Senior Software Engineer",3,"C#/.NET"
"2549","Днепр.",1375,"Senior Software Engineer",10,"SQL"
"2550","Киев",2000,"Senior QA engineer",6,""
"2551","Луганск",625,"Director of Engineering / Program Director",8,""
"2552","Киев",3150,"Senior Software Engineer",10,"Java"
"2553","Днепр.",1980,"Software Engineer",3.5,"C#/.NET"
"2554","Днепр.",2800,"Senior Project Manager / Program Manager",2,""
"2555","Львов",650,"Junior Software Engineer",1,"C#/.NET"
"2556","Киев",3800,"Technical Lead",10,"C#/.NET"
"2557","Харьков",2500,"Team lead",9,""
"2558","Киев",2000,"Junior Software Engineer",2,"Python"
"2559","Кировоград",3000,"Senior Software Engineer",10,"Flex/Flash/AIR"
"2560","Киев",2300,"Software Engineer",2,"Java"
"2561","Киев",2300,"Team lead",7.5,""
"2562","Запорожье",1125,"Junior Software Engineer",4,"SQL"
"2563","Львов",1600,"Software Engineer",3,"Java"
"2564","Житомир",1700,"Senior Software Engineer",5,"C#/.NET"
"2565","Киев",1400,"Software Engineer",2.5,"C++"
"2566","Днепр.",1500,"Software Engineer",2,"Flex/Flash/AIR"
"2567","Днепр.",1500,"QA engineer",4,""
"2568","Львов",2400,"Software Engineer",5,"C#/.NET"
"2569","Харьков",2200,"Software Engineer",6,"C++"
"2570","Донецк",2000,"Senior Software Engineer",8,"Java"
"2571","Львов",900,"Junior QA engineer",3,""
"2572","Киев",812.5,"Software Engineer",1.5,"C#/.NET"
"2573","Одесса",1600,"Senior Software Engineer",10,"Java"
"2574","Киев",1200,"Software Engineer",0,"PHP"
"2575","Днепр.",1000,"Software Engineer",4,"PHP"
"2576","Донецк",1400,"Senior Software Engineer",4,"C#/.NET"
"2577","Львов",500,"DBA / Администратор баз данных",3,""
"2578","Херсон",1500,"Senior Software Engineer",5,"C#/.NET"
"2579","Киев",3500,"Team lead",4,""
"2580","Чернигов",500,"Software Engineer",2,"C#/.NET"
"2581","Харьков",400,"Junior Software Engineer",0.5,"C#/.NET"
"2582","Киев",875,"Software Engineer",4,"Delphi"
"2583","Киев",2800,"Senior QA engineer",4,""
"2584","Киев",2500,"Project manager",10,""
"2585","Киев",2200,"Technical Lead",4,"C++"
"2586","Днепр.",2000,"Senior Software Engineer",3.5,"PHP"
"2587","Львов",3000,"Senior Software Engineer",6,"SQL"
"2588","Днепр.",550,"Junior Software Engineer",0.5,"C#/.NET"
"2589","Одесса",550,"Junior Software Engineer",2,"PHP"
"2590","Львов",500,"Software Engineer",1.5,"Perl"
"2591","Одесса",800,"Junior Software Engineer",0,"Ruby/Rails"
"2592","Киев",2700,"Senior Software Engineer",5,"Java"
"2593","Киев",3300,"Senior Software Engineer",6,"Java"
"2594","Харьков",2300,"Senior Software Engineer",7,"C#/.NET"
"2595","Киев",3000,"Software Engineer",0.25,"Java"
"2596","Харьков",2400,"Senior Software Engineer",6,"C#/.NET"
"2597","Киев",2050,"Software Engineer",5,"C++"
"2598","Харьков",800,"Junior QA engineer",3.5,""
"2599","Киев",2500,"Senior Software Engineer",8,"C#/.NET"
"2600","Киев",1600,"Junior Software Engineer",1,"C++"
"2601","Киев",600,"DBA / Администратор баз данных",0.5,""
"2602","Киев",800,"Junior Software Engineer",1,"Java"
"2603","Киев",1890,"Senior Software Engineer",8,"C++"
"2604","Киев",530,"Junior QA engineer",0.5,""
"2605","Киев",3700,"Senior Project Manager / Program Manager",10,""
"2606","Киев",1562.5,"Senior QA engineer",9,""
"2607","Львов",1900,"Senior Software Engineer",2.5,"Java"
"2608","Киев",2700,"Бизнес-аналитик",4,""
"2609","Черновцы",1700,"Senior Software Engineer",5,"Java"
"2610","Львов",3200,"Senior Project Manager / Program Manager",6,""
"2611","Киев",625,"DBA / Администратор баз данных",0.75,""
"2612","Киев",625,"Дизайнер",3.5,""
"2613","Харьков",2600,"Senior Software Engineer",6,"Java"
"2614","Киев",1600,"Системный администратор",10,""
